Jokes,Offensive,Explicit
"راجل عجوز راح لدكتور مسالك بوليه
علشان بيحس بألم الدكتور كشف عليه و قاله : عايز عينه حيوانات منويه اول ما تصحي الصبح وأداله برطمان نضيف كده معقم و متبرشم تاني يوم الراجل راح للدكتور بالبرطمان فاضي الدكتور سأله فين العينه قاله شوف يا ابني ... انا حاولت بإيدي اليمين لحد ما زهقت معرفتش ... حاولت بالشمال ... مفيش فايده صحيت مراتي... حاولت بايديها.... انسى.. جربت ببؤها مفيش نتيجه راحت خبطت على واحده جارتنا ... بنت زي الورد عندها ٢٥ سنه حاولت معانا لدرجه انها كانت بتعصره بين رجلها ومفيش فايده. الدكتور بصله بذهول وقاله انتوا جبتوا جارتكم اللي عندها ٢٥ سنه عادي كده؟ العجوز قاله : أه ، تخيل كلنا حاولنا ومحظش عرف يفتح البرطمان",1,yes
"مصرية قالت لجارتها اللبنانية صوتك بالليل كان واصل لحد عندنا فقالت لها أصل جوزي عمل تلات مرات عالأرض وعالسرير وعالتسريحة
تاني يوم اللبنانية قابلت المصرية وقالتلها إنت شكلك انبسطتي اوي إمبارح ده صراخ جوزك كان شغال لحد الصبح
ردت المصرية : لا والله ده احنا كنا بنعمل واحد زيكم عالتسريحة بس الدرج قفل على بضانه",1,yes
مرة واحد عنده 9 عيال سمع إن في جائزة بمليون دولار للي عنده 10 عيال قال لمراته اسمعي أنا زمان غلطت مع واحدة وجبت منها ولد هروح أجيبه ويبقى عندنا 10 عيال وناخد المليون دولار راح جاب الولد بيدور على عياله ملقاش ولا واحد قال لمراته فين العيال قالتله: اصل كل عيل جه ابوه وخده,1,no
واحد ومراته مش عارفين يستخبو و يعملو واحد عشان عندهم ٣ عيال ... فقرروا وهم بيتغدو الست تدلق الملوخيه علي جوزها و يخشو الحمام و يعملو واحد ..... تاني يوم الست دلقت علي جوزها الملوخيه و قالت يلهوي .. تعالي اما انضفلك هدومك و دخلو الحمام ... دخل وراهم الواد الصغير و رجع لخواته وقالهم يا جدعان اللي هيدلق الملوخية بابا هينيكه,1,yes
"واحد بخيل اتجوز، ف يوم صباحيته أهل البلد عدوا عليه لقوه قاعد ف المحل بيقولوا انت اي الي منزلك الشغل مروحتش تقضي شهر العسل ليه قالهم يعني اسيب اكل عيشي قالوله ي راجل دي هي مرة واحدة ف العمر روح شهر العسل واتبسطوا المهم اقنعوه لحد م طلع لم شنطته وواقف ع المحطة وهيركب ويسافر واحد من البلد بيقوله اومال فين مراتك 
قاله: سبتها قاعدة في المحل اقفله يعني؟",0,no
"في ثلاث ستات جيران كل يوم يتجمعوا ويتساهروا ؛؛ في يوم لقوا ام احمد جايه مبسوطه وواخده شاور سألوها ايه الحكايه
قالت امبارح رجع ابو احمد من الشغل قعدت احسس عليه وبعدين لقيت يضانه ساقعة قعدت ادفيها الراجل سخن علي ورزعني
تاني يوم ام مصطفى جاية مروقه وواخده شاور ... قالت انا عملت زي ام احمد
ثالث يوم الثالثه لقوها جايه مضروبه ووشها وارم ...
سألوها ايه الحكاية ؛ قالت قلت اعمل زيكم ؛؛ الراجل جه من بره قعدت احسس عليه ومسكت يضانه لقيتها سخنه سألته انت بضانك مش ساقعة زي بضان ابو احمد",1,yes
"مره واحد بيعمل تجربه علميه فجاب حمامه وقالها هش فطارت تاني يوم جاب نفس الحمامه وقص الريش بتاعها قالها هش مش عايزه تطير هش مش عاوزه تطير راح كتب ""عند قص الريش يفقد الحمام السمع""",1,no
بيقولك مرة واحد دجال كان مفهم الناس انه بيعرف المستقبل، جاله واحد قاله انا عاوز ابقي زيك يعني اعرف المستقبل وكده. الدجال قاله ماشي خد الصابونة دي استحمي بيها وهتعرف المستقبل الراجل خدها واستحمي بيها ومعرفش المستقبل راح للدجال تاني قاله الصابونة مش نافعة ياعم قاله لا اكيد انت استحميت بيها غلط تعالي انا هاحميك الراجل وافق. المهم الدجال خده فعلا عشان يحميه وفضل ممشي الصابونة ع جسمه لحد موصل لطيزه وقعد يحسس عليها راح الراجل قاله ف اي ياعم انت هتنيكني راح الدجال قاله اهو ابتديت تتنبأ بالمستقبل,1,yes
"واحد سمع ان ف نضاره بتشوف الناس من غير هدوم فباع اللى وراه وقدامه وسافر اشتراها ورجع لبسها وخرج الشارع شاف الناس من غير هدوم
رجع بيته لقى مراته مع واحد من غير هدوم قام قالع النضاره لقاهم بردو من غير هدوم قام لابس النضاره تانى لقاهم بردو من غير هدوم
مراته قالتله ابوس ايدك سامحني راح قالها... استني النظارة علقت",1,no
"مرة واحد دخل عمارة كلها شقق دعاره فالمهم طلع اول دور لقي لوحة مكتوب عليها النيك البطيء سابها و طلع تاني دور لقي لوحة مكتوب عليها النيك السريع طلع الدور التالت لقي اللوحة واقعة علي الارض نزل يوطي يجيبها
راح واحد زنقوا من ورا و قالو: ده النيك المفاجئ",1,yes
"عيال مصريين يسألون أمهم :
مين هو أكثر واحد أرضعتيه فينا ؟
قالت : أبوكم!",1,no
دلوع ماما: مامي باركيلي مارست الجنس إمو: مبروك، إيش حاسس؟ وجع بسيط بطيزي !!,1,yes
"ولد شاف صدر أمه فقال إيه ده ياماما؟ قالتله بالونات يا ابني قالها: بالونات الشغالة أكبر من بالوناتك
قالت: كيف عرفت
قال شفتهم لما بابا  بينفخهم",1,no
"وحدة قالت لزوجها : ربطني بالسرير واعمل اللي نفسك فيه .. فربطها بالسرير وراح نام مع الخادمة
",1,no
"
سأل الطالب المدرس
 أستاذ هل الروح لها رجلين؟ المدرس  طبعا لا ومن قال لك هذا 
الطالب كل يوم بالليل أسمع بابا يقول ارفعي رجليكي يا روحي
",1,no
"راجل متهم بقضية اغتصاب في المحكمة محاميته مسكت بتاعه
وقالت للقاضي: “معقولة ده يقدر يغتصب؟؟!!”
الراجل همس في ودنها: لو هزيتيه تانى حنخسر القضية",1,yes
"
زوج يقول لزوجته أعطانا  تقاعد وعطوني نص من الراتب يوم شافوا لون شعري ابيض. الزوجه كان وريتهم زبك بيسجلونك من المعوقين ويعطونك الراتب كامل
",1,yes
"
محشش يسأل خويه: ليش الواقي الذكري شفاف ؟!! قال له: لأن الحيوانات المنوية ما يدخلون ... فعلى الأقل يتفرجون",1,yes
ﺳﺖ ﺭﺍﺣﺖ ﻟﺪﻛﺘﻮﺭ ﻭﻗﺎﻟﺘﻠﻪ ﻋﻨﺪﻯ ﻣﺸﻜﻠﺔ ﻳﺎ ﺩﻛﺘﻮﺭ، ﻛﻞ ﻣﺎ ﺃﻣﺴﻚ ﺑﺰﻯ ﺍﻟﺤﻠﻤﻪ ﺑﺘﻘﻒ ﻗﺎﻟﻬﺎ ﻭﺭﻳﻨﻰ ﻛﺪﻩ، ﻭﻟﻤﺎ ﻣﺴﻚ ﺑﺰﻫﺎ ﺑﺘﺎﻋﻪ ﻭﻗﻒ ﻗﺎﻟﻬﺎ ﻳﺎﻩ ﺩﻩ ﺑﺎﻳﻨﻪ ﻣﺮﺽ ﻣﻌﺪﻯ ﻗﻮﻱ,1,yes
واحده عملت اعلان للجواز فالجرنال بتطلب ٣ شروط  ميضربهاش و مايخرجش من البيت و ويكون جامد اوى فالسرير  يومين وجرس الباب رِن فتحت لقيت واحد ايده الأتنين مقطوعين ورجله كذلك خير ياعم عاوز ايه قالها انا جاى بخصوص اعلان الجواز فضحكت قالها بتضحكى ليه معنديش ايد اضربك بيها ولا رجل اخرج بيها قالتلو طيب مأخدتش بالك ان فى شرط تالت قالها تفتكرى انا رنيت الجرس ازاى يعنى,1,yes
